Beetlejuice,Geena Davis,Alec Baldwin,Winona Ryder,Michael Keaton,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,Dick Cavett,Susan Kellermann,Carmen Filpi,Annie McEnroe,Tony Cox
Boogie Nights,Mark Wahlberg,Burt Reynolds,John C. Reilly,Julianne Moore,Thomas Jane,Heather Graham,Philip Seymour Hoffman,William H. Macy,Don Cheadle,Luis Guzman,Alfred Molina,Robert Ridgely,Philip Baker Hall,Nicole Ari Parker,Ricky Jay,Joanna Gleason,Stanley DeSantis,Kai Lennox,Jack Wallace,Melora Walters,Michael Jace,Tom Lenk,John Doe,Allan Graf,Anne Fletcher,Diane Mizota,Nathan Prevost,Greg Bronson
The Black Hole,Maximilian Schell,Anthony Perkins,Robert Forster,Ernest Borgnine,Roddy McDowall,Slim Pickens
